sexo;comprimento;diametro;altura;peso total;peso carne;peso visceras;peso concha;aneis
M;0,6;0,48;0,14;1,25;0,41;0,18;0,29;9
F;0,6;0,46;0,16;1,15;0,4;0,2;0,29;9
F;0,6;0,45;0,14;1,15;0,34;0,2;0,29;11
M;0,6;0,45;0,15;11,34;0,37;0,2;0,26;12
F;0,61;0,5;0,16;12,02;0,47;0,2;0,38;11
M;0,62;0,49;0,22;15,6;0,42;0,18;0,29;11
M;0,62;0,49;0,17;13,17;0,49;0,21;0,34;13
I;0,62;0,48;0,16;1,4;0,37;0,17;0,31;11
F;0,63;0,52;0,16;1,2;0,49;0,26;0,36;11
M;0,63;0,52;0,18;12,9;0,49;0,25;0,37;11
M;0,63;0,5;0,18;15,18;0,5;0,3;0,47;10
F;0,64;0,51;0,17;13,58;0,58;0,23;0,38;11
F;0,64;0,49;0,16;13,65;0,48;0,3;0,32;9
M;0,64;0,5;0,18;1,49;0,44;0,23;0,39;9
F;0,64;0,49;0,15;1,66;0,55;0,25;0,3;11
F;0,64;0,5;0,15;1,55;0,56;0,23;0,34;9
M;0,65;0,51;0,17;15,86;0,7;0,35;0,4;11
M;0,65;0,51;0,18;1,67;0,63;0,26;0,36;12
M;0,66;0,54;0,17;1,72;0,7;0,24;0,42;11
F;0,66;0,49;0,16;1,91;0,55;0,26;0,32;9
F;0,66;0,46;0,17;2,07;0,59;0,32;0,34;11
F;0,66;0,53;0,18;1,19;0,78;0,3;0,4;10
M;0,67;0,53;0,16;1,46;0,53;0,3;0,45;10
M;0,68;0,52;0,15;1,49;0,56;0,34;0,39;11
F;0,68;0,52;0,19;1,21;0,62;0,39;0,41;11
F;0,68;0,56;0,2;12,87;0,58;0,39;0,55;11
M;0,69;0,51;0,17;11,95;0,69;0,38;0,41;10
F;0,7;0,54;0,2;11,66;0,67;0,33;0,47;11
F;0,7;0,56;0,22;12,16;0,65;0,43;0,46;11
M;0,71;0,56;0,18;11,74;0,57;0,46;0,46;13
F;0,73;0,55;0,21;1,53;0,54;0,36;0,6;14
F;0,76;0,58;0,2;15,11;10135;0,47;0,48;11
I;0,23;0,17;0,05;13,24;0,02;0,01;0,02;4
I;0,23;0,17;0,05;1,05;0,03;0,01;0,02;5
I;0,26;0,19;0,06;12,79;0,04;0,02;0,03;6
I;0,36;0,27;0,08;18,75;0,3;0,05;0,06;7
I;0,43;0,31;0,1;1,98;0,14;0,07;0,09;7
I;0,43;0,32;0,09;1,37;0,12;0,07;0,07;8
M;0,46;0,35;0,11;1,74;0,2;0,11;0,13;8
M;0,46;0,36;0,14;1,19;0,21;0,12;0,17;10
M;0,5;0,38;0,12;1,15;0,2;0,11;0,15;10
M;0,51;0,4;0,13;1,57;0,24;0,13;0,19;11
F;0,52;0,43;0,15;1,15;0,3;0,16;0,24;11
M;0,53;0,4;0,13;1,11;0,27;0,15;0,18;9
M;0,53;0,42;0,12;1,31;0,34;0,16;0,13;9
F;0,53;0,4;0,12;1,71;0,25;0,14;0,16;9
M;0,55;0,44;0,15;22,7;0,37;0,12;0,35;11
F;0,55;0,43;0,15;13,32;0,26;0,12;0,22;8
M;0,58;0,48;0,15;1,03;0,44;0,26;0,25;9
M;0,58;0,43;0,13;1,02;0,45;0,21;0,12;10
M;0,6;0,46;0,15;1,51;0,43;0,18;0,28;11
M;0,6;0,47;0,18;13,04;0,51;0,32;0,31;8
M;0,65;0,5;0,18;13,96;0,6;0,24;0,44;11
M;0,66;0,53;0,2;10,06;0,61;0,38;0,42;10
I;0,29;0,22;0,06;11,35;0,05;0,02;0,03;5
I;0,3;0,22;0,07;10,84;0,06;0,03;0,03;5
I;0,37;0,28;0,1;10,92;0,15;0,05;0,07;5
I;0,38;0,29;0,08;1,27;0,1;0,04;0,07;7
I;0,38;0,29;0,09;14,99;0,09;0,05;0,08;7
I;0,4;0,3;0,12;12,36;0,13;0,07;0,09;8
I;0,41;0,33;0,11;1,4;0,16;0,07;0,1;8
I;0,42;0,32;0,12;13,77;0,12;0,07;0,09;7
I;0,43;0,33;0,11;12,77;0,18;0,08;0,12;7
I;0,44;0,34;0,1;12,96;0,17;0,08;0,1;7
I;0,44;0,34;0,12;12,32;0,3;0,09;0,12;6
M;0,47;0,41;0,14;1,38;0,44;0,17;0,15;10
F;0,47;0,36;0,1;1,16;0,16;0,09;0,14;8
M;0,51;0,42;0,15;1,48;0,33;0,18;0,2;8
F;0,53;0,4;0,14;15,72;0,32;0,14;0,21;10
F;0,53;0,4;0,13;15;0,31;0,13;0,22;9
F;0,55;0,43;0,14;1,47;0,49;0,19;0,22;7
M;0,56;0,42;0,15;1,09;0,44;0,2;0,23;8
M;0,58;0,45;0,14;18,17;0,35;0,21;0,24;9
F;0,58;0,45;0,14;16,37;0,36;0,17;0,24;10
M;0,59;0,46;0,15;1,21;0,58;0,22;0,32;10
M;0,62;0,5;0,16;14,44;0,44;0,29;0,32;11
F;0,62;0,49;0,16;13,11;0,51;0,27;0,35;9
F;0,63;0,5;0,19;12,52;0,54;0,21;0,16;10
F;0,63;0,49;0,17;11,71;0,46;0,2;0,31;10
M;0,67;0,52;0,17;1,11;0,53;0,29;0,32;11
M;0,68;0,51;0,16;1,43;0,74;0,36;0,38;11
F;0,69;0,53;0,17;16,2;0,74;0,35;0,37;10
F;0,49;0,39;0,1;10,39;0,22;0,12;0,19;9
M;0,46;0,36;0,13;1,52;0,22;0,11;0,19;8
M;0,46;0,35;0,13;11,26;0,19;0,11;0,19;9
M;0,54;0,42;0,13;10,19;0,31;0,15;0,27;11
M;0,47;0,36;0,11;1,16;0,19;0,08;0,19;10
M;0,51;0,4;0,14;10,74;0,26;0,15;0,23;10
I;0,34;0,26;0,09;1,23;0,08;0,02;0,07;11
M;0,55;0,43;0,16;1,15;0,29;0,14;0,48;20
I;0,18;0,14;0,08;1,15;0,01;0,01;0,01;5
I;0,22;0,17;0,06;11,06;0,03;0,01;0,02;5
I;0,2;0,15;0,04;1,56;0,02;0,01;0,01;4
F;0,63;0,48;0,2;1,06;0,61;0,31;0,36;9
M;0,55;0,42;0,17;1,17;0,34;0,24;0,25;13
M;0,59;0,45;0,15;14,69;0,43;0,28;0,32;14
F;0,65;0,5;0,18;13,66;0,53;0,3;0,35;13
F;0,71;0,53;0,2;16,94;0,68;0,41;0,69;12
F;0,7;0,54;0,22;1,18;0,67;0,31;0,71;24
F;0,66;0,51;0,17;1,07;0,58;0,35;0,4;10
F;0,67;0,5;0,18;10,89;0,6;0,3;0,73;21
F;0,47;0,38;0,11;1,1;0,23;0,14;0,13;11
M;0,43;0,34;0,1;1,28;0,18;0,09;0,14;9
M;0,54;0,41;0,13;11,29;0,24;0,11;0,18;7
M;0,51;0,4;0,13;11,12;0,29;0,16;0,18;9
M;0,54;0,44;0,17;14,61;0,28;0,18;0,3;10
F;0,43;0,35;0,09;10,11;0,16;0,09;0,12;9
M;0,55;0,44;0,11;10,77;0,34;0,2;0,22;9
F;0,34;0,26;0,09;12,23;0,1;0,02;0,05;6
I;0,28;0,2;0,07;1,62;0,06;0,01;0,04;7
F;0,34;0,22;0,07;10,32;0,08;0,04;0,05;6
M;0,64;0,49;0,14;10,17;0,44;0,24;0,38;15
F;0,55;0,44;0,13;12,5;0,33;0,21;0,25;9
F;0,64;0,48;0,19;11,69;0,44;0,28;0,38;13
F;0,55;0,41;0,12;1,15;0,29;0,16;0,22;9
F;0,64;0,54;0,18;1,09;0,63;0,27;0,48;18
M;0,61;0,49;0,16;10,33;0,5;0,25;0,3;15
M;0,61;0,47;0,12;1,17;0,39;0,29;0,31;15
M;0,56;0,45;0,16;13,72;0,36;0,27;0,35;10
F;0,57;0,47;0,16;15,06;0,32;0,24;0,29;14
M;0,53;0,41;0,16;19,05;0,32;0,15;0,28;13
F;0,51;0,41;0,18;24,93;0,24;0,12;0,18;11
M;0,35;0,27;0,09;1,07;0,1;0,06;0,07;6
M;0,45;0,36;0,12;11,39;0,15;0,08;0,15;9
I;0,51;0,41;0,12;1,23;0,23;0,13;0,24;11
F;0,49;0,38;0,13;12,64;0,23;0,14;0,17;12
F;0,51;0,41;0,14;10,75;0,29;0,13;0,2;15
M;0,38;0,3;0,1;1,4;0,11;0,05;0,08;8
I;0,27;0,2;0,07;11,33;0,05;0,01;0,03;8
F;0,37;0,3;0,1;11,12;0,12;0,06;0,08;7
M;0,5;0,39;0,14;1,26;0,22;0,07;0,21;11
M;0,65;0,51;0,17;1,44;0,43;0,26;0,52;10
M;0,57;0,44;0,12;13,64;0,4;0,18;0,29;11
F;0,67;0,55;0,18;11,44;0,7;0,39;0,58;13
F;0,59;0,42;0,15;14,55;0,36;0,23;0,24;11
F;0,47;0,36;0,11;1,48;0,24;0,13;0,13;6
F;0,51;0,39;0,14;16,89;0,28;0,15;0,17;8
M;0,72;0,58;0,23;20,73;0,88;0,4;0,67;16
M;0,55;0,41;0,15;1,79;0,41;0,21;0,24;7
I;0,2;0,15;0,03;1,52;0,01;0,01;0,01;5
M;0,65;0,52;0,18;11,16;0,57;0,35;0,41;13
F;0,53;0,41;0,12;10,16;0,31;0,19;0,2;14
M;0,57;0,44;0,19;1,16;0,35;0,2;0,31;20
F;0,61;0,47;0,16;1,21;0,43;0,23;0,32;12
F;0,55;0,41;0,18;11,35;0,26;0,21;0,38;18
I;0,33;0,25;0,08;1,23;0,06;0,03;0,05;5
I;0,31;0,24;0,08;10,82;0,06;0,03;0,05;7
M;0,45;0,34;0,14;1,18;0,19;0,12;0,16;11
F;0,49;0,38;0,16;11,64;0,24;0,13;0,18;9
F;0,51;0,41;0,16;11,55;0,27;0,15;0,22;10
F;0,39;0,3;0,1;13,35;0,11;0,06;0,08;6
F;0,62;0,49;0,22;1,47;0,51;0,28;0,51;17
F;0,64;0,51;0,19;1,49;0,5;0,3;0,41;17
F;0,67;0,53;0,19;15,59;0,46;0,32;0,49;15
M;0,34;0,27;0,1;13,28;0,08;0,04;0,07;9
I;0,3;0,22;0,08;16,62;0,04;0,03;0,04;8
I;0,48;0,38;0,13;1,49;0,21;0,1;0,18;15
I;0,32;0,25;0,08;17,37;0,06;0,03;0,06;9
I;0,43;0,34;0,13;16,61;0,14;0,06;0,15;14
M;0,57;0,45;0,14;1,35;0,38;0,24;0,27;12
F;0,6;0,48;0,17;17,41;0,45;0,27;0,34;10
F;0,59;0,46;0,17;17,19;0,37;0,33;0,33;14
F;0,56;0,42;0,14;12,37;0,33;0,24;0,21;13
F;0,57;0,5;0,16;1,19;0,45;0,28;0,32;14
F;0,62;0,49;0,18;1,04;0,53;0,31;0,37;11
M;0,63;0,51;0,19;1,06;0,41;0,31;0,55;16
M;0,43;0,34;0,12;10,81;0,15;0,09;0,13;10
F;0,64;0,51;0,19;1,06;0,44;0,31;0,37;14
M;0,68;0,53;0,18;1,16;0,48;0,32;0,47;16
M;0,5;0,4;0,15;1,09;0,22;0,14;0,21;11
M;0,39;0,31;0,09;1,04;0,11;0,05;0,1;9
M;0,52;0,44;0,2;11,42;0,3;0,21;0,36;18
M;0,52;0,42;0,18;13,34;0,26;0,17;0,26;8
M;0,64;0,53;0,2;1,27;0,44;0,31;0,47;16
I;0,44;0,35;0,12;11,84;0,14;0,1;0,12;9
F;0,42;0,32;0,13;12,14;0,16;0,11;0,12;10
F;0,45;0,35;0,14;10,32;0,23;0,14;0,15;13
I;0,42;0,33;0,13;13,7;0,16;0,1;0,12;9
F;0,64;0,51;0,19;13,75;0,48;0,33;0,4;12
M;0,57;0,46;0,15;1,46;0,39;0,24;0,28;11
M;0,41;0,33;0,12;16,28;0,16;0,08;0,13;12
M;0,49;0,41;0,15;13,88;0,24;0,16;0,27;13
F;0,61;0,48;0,19;12,84;0,52;0,32;0,37;12
F;0,59;0,49;0,21;13,77;0,45;0,24;0,42;13
M;0,67;0,54;0,16;16,47;0,6;0,26;0,49;14
I;0,35;0,29;0,1;1,27;0,09;0,06;0,08;8
M;0,64;0,51;0,16;2,33;0,43;0,29;0,32;18
M;0,7;0,53;0,15;10,43;0,64;0,3;0,43;14
F;0,69;0,54;0,19;13,48;0,69;0,32;0,47;15
M;0,56;0,44;0,14;10,74;0,38;0,16;0,29;15
M;0,65;0,53;0,19;14,34;0,63;0,4;0,4;14
M;0,64;0,48;0,19;1,3;0,58;0,3;0,42;15
F;0,66;0,51;0,16;1,39;0,4;0,28;0,37;14
F;0,69;0,56;0,21;12,65;0,78;0,44;0,52;19
F;0,7;0,55;0,16;1,28;0,69;0,3;0,44;13
M;0,55;0,44;0,16;1,58;0,34;0,22;0,3;13
F;0,61;0,5;0,19;14,36;0,46;0,31;0,37;15
M;0,6;0,5;0,17;15,96;0,4;0,28;0,28;11
M;0,3;0,24;0,09;2,04;0,07;0,04;0,05;6
F;0,44;0,35;0,13;1,03;0,2;0,11;0,15;9
I;0,46;0,38;0,13;10,46;0,23;0,11;0,19;8
M;0,48;0,38;0,13;1,08;0,3;0,14;0,18;12
I;0,43;0,35;0,11;1,01;0,17;0,09;0,11;6
F;0,44;0,35;0,11;1,12;0,19;0,1;0,13;7
I;0,3;0,23;0,08;11,25;0,06;0,04;0,05;5
F;0,58;0,48;0,15;11,35;0,38;0,19;0,29;12
M;0,51;0,39;0,11;10,81;0,32;0,15;0,19;9
M;0,46;0,38;0,13;10,84;0,22;0,1;0,17;7
M;0,64;0,51;0,17;1,24;0,61;0,3;0,39;18
F;0,56;0,44;0,13;13,92;0,33;0,21;0,29;13
F;0,65;0,52;0,19;1,09;0,58;0,29;0,37;12
F;0,6;0,49;0,15;10,86;0,5;0,29;0,33;14
M;0,57;0,45;0,12;13,03;0,4;0,2;0,29;17
F;0,66;0,5;0,14;1,22;0,54;0,32;0,29;12
M;0,48;0,38;0,14;1,31;0,2;0,14;0,16;14
F;0,5;0,39;0,14;1,27;0,3;0,16;0,19;11
F;0,4;0,34;0,12;14,87;0,21;0,12;0,12;10
M;0,41;0,31;0,13;13,66;0,14;0,09;0,12;11
F;0,6;0,47;0,15;1,28;0,4;0,24;0,31;12
F;0,63;0,48;0,13;12,08;0,32;0,18;0,24;13
M;0,52;0,43;0,16;1,28;0,3;0,12;0,26;17
M;0,47;0,36;0,13;14,28;0,17;0,11;0,15;11
F;0,48;0,38;0,14;1,16;0,19;0,12;0,18;13
F;0,5;0,41;0,14;13,69;0,27;0,12;0,25;18
M;0,46;0,36;0,11;1,43;0,22;0,08;0,13;12
M;0,49;0,39;0,13;1,26;0,2;0,08;0,17;12
F;0,47;0,39;0,14;1,76;0,21;0,11;0,22;15
M;0,53;0,42;0,16;1,28;0,26;0,16;0,22;12
F;0,66;0,53;0,19;1,22;0,49;0,32;0,57;18
M;0,69;0,54;0,19;15,58;0,53;0,35;0,56;24
M;0,55;0,45;0,17;1,53;0,32;0,16;0,22;11
F;0,58;0,48;0,17;14,99;0,41;0,26;0,31;13
F;0,59;0,48;0,16;1,89;0,37;0,24;0,28;11
M;0,57;0,44;0,16;1,43;0,35;0,22;0,26;11
F;0,67;0,57;0,19;14,39;0,7;0,3;0,41;13
F;0,62;0,51;0,18;1,56;0,5;0,23;0,32;14
M;0,55;0,46;0,13;1,79;0,31;0,15;0,21;12
F;0,61;0,48;0,15;2,55;0,47;0,23;0,27;15
M;0,54;0,42;0,16;11,66;0,28;0,16;0,23;15
F;0,51;0,4;0,12;1,76;0,26;0,12;0,19;12
M;0,53;0,41;0,13;11,22;0,28;0,17;0,19;9
F;0,5;0,38;0,15;1,17;0,26;0,14;0,18;11
M;0,58;0,46;0,19;10,38;0,55;0,24;0,3;13
F;0,63;0,5;0,16;1,22;0,49;0,3;0,35;14
M;0,59;0,45;0,12;1,12;0,33;0,13;0,22;14
F;0,61;0,49;0,17;12,64;0,44;0,21;0,33;14
M;0,65;0,5;0,19;1,24;0,52;0,28;0,4;17
F;0,62;0,5;0,18;14,05;0,48;0,23;0,39;13
M;0,61;0,49;0,18;18,19;0,43;0,27;0,41;16
F;0,62;0,5;0,21;17,53;0,44;0,23;0,39;16
F;0,66;0,53;0,19;10,54;0,65;0,49;0,49;11
F;0,71;0,58;0,18;11,79;0,65;0,37;0,52;15
F;0,57;0,45;0,19;12,21;0,3;0,18;0,27;12
F;0,57;0,44;0,14;1,11;0,32;0,18;0,22;16
I;0,6;0,45;0,18;11,31;0,38;0,22;0,36;16
I;0,41;0,3;0,12;12,56;0,1;0,05;0,08;10
F;0,45;0,33;0,14;1,18;0,18;0,12;0,11;9
M;0,28;0,2;0,08;12,43;0,04;0,02;0,03;5
I;0,49;0,36;0,12;1,07;0,21;0,12;0,14;9
F;0,62;0,49;0,17;1,13;0,48;0,24;0,36;13
F;0,48;0,38;0,14;12,08;0,19;0,14;0,16;12
F;0,51;0,41;0,15;1,23;0,24;0,13;0,22;17
M;0,4;0,31;0,11;1,47;0,14;0,06;0,1;11
I;0,45;0,36;0,12;15,79;0,18;0,11;0,11;11
M;0,35;0,26;0,09;14,76;0,07;0,04;0,07;9
M;0,44;0,35;0,14;15,55;0,17;0,07;0,18;16
M;0,27;0,2;0,07;1,59;0,03;0,01;0,03;7
M;0,17;0,13;0,04;19;0,01;0;0,01;4
F;0,71;0,56;0,2;1,36;0,47;0,32;0,52;19
F;0,54;0,43;0,16;14,58;0,3;0,16;0,25;16
I;0,49;0,39;0,14;2,38;0,2;0,13;0,18;11
F;0,48;0,37;0,13;1,14;0,25;0,15;0,16;15
F;0,4;0,3;0,11;11,69;0,14;0,08;0,1;12
I;0,38;0,28;0,1;1,06;0,12;0,06;0,07;12
M;0,35;0,27;0,09;1,13;0,06;0,04;0,05;10
I;0,55;0,42;0,14;11,67;0,3;0,2;0,28;12
I;0,64;0,48;0,2;1,54;0,63;0,26;0,43;16
I;0,58;0,48;0,17;17,83;0,38;0,28;0,28;13
F;0,55;0,44;0,15;1,54;0,29;0,15;0,23;10
F;0,39;0,31;0,13;1,6;0,15;0,06;0,08;10
F;0,51;0,34;0,18;1,37;0,31;0,17;0,2;11
I;0,44;0,34;0,13;1,02;0,17;0,09;0,2;13
I;0,45;0,36;0,13;1,08;0,19;0,09;0,15;12
I;0,39;0,3;0,11;1,42;0,1;0,04;0,09;8
F;0,43;0,33;0,14;14,16;0,15;0,08;0,14;12
F;0,45;0,35;0,13;1,63;0,19;0,09;0,15;11
I;0,66;0,53;0,18;11,78;0,6;0,4;0,42;15
F;0,69;0,53;0,18;1,06;0,54;0,31;0,58;16
F;0,59;0,48;0,19;15,42;0,35;0,18;0,28;12
I;0,54;0,44;0,15;1,22;0,43;0,22;0,26;17
F;0,49;0,39;0,14;1,05;0,22;0,13;0,18;12
M;0,43;0,33;0,1;1,83;0,13;0,09;0,11;14
F;0,46;0,37;0,11;11,77;0,17;0,05;0,13;13
I;0,5;0,38;0,15;1,06;0,18;0,1;0,21;13
F;0,48;0,38;0,15;10,29;0,23;0,14;0,23;12
I;0,47;0,4;0,16;1,07;0,16;0,07;0,2;14
M;0,42;0,32;0,1;13,07;0,12;0,06;0,1;11
I;0,49;0,39;0,12;20,5;0,33;0,16;0,17;13
I;0,47;0,38;0,11;1,5;0,17;0,11;0,17;10
I;0,45;0,35;0,13;1,6;0,14;0,06;0,18;11
F;0,51;0,38;0,13;10,91;0,22;0,14;0,19;13
F;0,52;0,41;0,15;10,99;0,35;0,17;0,21;15
I;0,48;0,37;0,14;1,02;0,17;0,12;0,16;8
F;0,46;0,36;0,11;1,44;0,21;0,1;0,13;10
I;0,44;0,34;0,11;1,81;0,17;0,07;0,13;10
I;0,39;0,3;0,1;1,78;0,14;0,07;0,09;6
I;0,38;0,29;0,1;2,17;0,11;0,06;0,07;8
M;0,29;0,22;0,08;21,51;0,04;0,02;0,04;5
I;0,58;0,45;0,17;1,26;0,39;0,22;0,32;20
F;0,58;0,44;0,18;1,76;0,4;0,23;0,34;19
M;0,41;0,32;0,1;13,86;0,12;0,07;0,09;9
M;0,41;0,3;0,1;18,07;0,12;0,07;0,09;9
I;0,54;0,41;0,15;15,95;0,31;0,21;0,19;10
M;0,33;0,25;0,09;14,55;0,07;0,04;0,06;11
I;0,44;0,31;0,12;2;0,13;0,08;0,12;11
M;0,28;0,21;0,07;22,39;0,04;0,02;0,03;5
I;0,59;0,47;0,2;10,04;0,37;0,19;0,38;17
I;0,61;0,48;0,17;1,13;0,42;0,26;0,34;13
I;0,61;0,46;0,17;1,15;0,41;0,26;0,37;17
M;0,46;0,35;0,13;1,14;0,17;0,11;0,14;12
M;0,33;0,24;0,09;1,01;0,06;0,03;0,06;10
I;0,44;0,33;0,14;1,13;0,17;0,09;0,2;16
M;0,54;0,41;0,16;1,07;0,32;0,19;0,29;19
F;0,48;0,38;0,13;1,18;0,24;0,17;0,16;10
F;0,46;0,33;0,15;1,38;0,21;0,18;0,13;10
I;0,31;0,24;0,09;14,39;0,05;0,03;0,04;6
I;0,26;0,19;0,07;12,28;0,03;0,02;0,03;5
M;0,34;0,26;0,08;14,42;0,06;0,03;0,06;8
I;0,3;0,21;0,08;1,47;0,04;0,03;0,03;8
I;0,19;0,13;0,05;1,66;0,01;0,01;0,01;5
M;0,55;0,44;0,17;17,48;0,32;0,27;0,33;19
M;0,5;0,4;0,12;1;0,26;0,16;0,19;15
M;0,5;0,38;0,13;1,23;0,31;0,17;0,22;14
F;0,31;0,23;0,07;1,03;0,06;0,03;0,05;7
F;0,48;0,35;0,12;12,94;0,19;0,15;0,13;13
M;0,52;0,4;0,13;10,57;0,34;0,25;0,26;13
M;0,55;0,41;0,15;17,86;0,3;0,2;0,31;18
M;0,74;0,54;0,19;12,26;0,73;0,45;0,34;13
M;0,57;0,47;0,15;12,57;0,38;0,35;0,33;16
M;0,56;0,44;0,16;1,16;0,5;0,28;0,26;10
M;0,55;0,42;0,13;1,4;0,35;0,17;0,31;13
M;0,65;0,52;0,19;1,83;0,58;0,32;0,41;19
M;0,58;0,44;0,13;17,72;0,37;0,22;0,32;10
M;0,62;0,48;0,16;11,96;0,41;0,25;0,3;13
F;0,61;0,45;0,17;1,34;0,36;0,2;0,39;13
M;0,61;0,48;0,16;11,82;0,55;0,33;0,34;18
F;0,48;0,38;0,15;10,15;0,2;0,12;0,19;12
M;0,37;0,29;0,09;1,22;0,09;0,05;0,07;9
F;0,46;0,35;0,12;10,11;0,19;0,1;0,13;8
M;0,53;0,43;0,14;10,77;0,28;0,22;0,25;10
M;0,48;0,4;0,15;1,34;0,21;0,14;0,25;18
M;0,46;0,35;0,15;13,71;0,17;0,13;0,22;13
I;0,35;0,27;0,11;17,02;0,07;0,06;0,08;9
M;0,37;0,28;0,11;12,44;0,08;0,06;0,08;8
I;0,34;0,25;0,08;14,14;0,08;0,04;0,05;7
I;0,35;0,28;0,08;1,07;0,08;0,04;0,06;8
I;0,35;0,27;0,08;1,48;0,08;0,05;0,05;6
I;0,39;0,32;0,09;12,92;0,15;0,05;0,09;7
I;0,4;0,31;0,1;13,11;0,13;0,07;0,09;7
I;0,42;0,31;0,11;14,92;0,17;0,08;0,09;6
I;0,43;0,32;0,1;1,49;0,19;0,07;0,1;7
I;0,48;0,36;0,12;11,97;0,25;0,11;0,18;8
M;0,49;0,4;0,12;1,67;0,33;0,12;0,19;9
F;0,49;0,37;0,11;19,13;0,25;0,1;0,15;7
F;0,56;0,47;0,16;1,91;0,43;0,2;0,34;9
M;0,56;0,45;0,14;17,5;0,47;0,18;0,22;7
M;0,58;0,46;0,15;12,83;0,49;0,22;0,27;9
F;0,58;0,48;0,18;16,65;0,49;0,27;0,37;8
M;0,59;0,47;0,14;12,42;0,54;0,28;0,28;8
F;0,6;0,48;0,17;13,19;0,44;0,21;0,37;10
M;0,6;0,48;0,15;13,46;0,52;0,22;0,29;11
M;0,61;0,47;0,16;10,81;0,5;0,22;0,28;9
F;0,63;0,48;0,15;1,11;0,54;0,25;0,32;11
M;0,64;0,51;0,17;1,23;0,57;0,31;0,41;10
F;0,65;0,55;0,19;12,36;0,66;0,34;0,43;10
M;0,71;0,55;0,2;12,4;0,88;0,44;0,5;13
M;0,74;0,61;0,2;1,36;11455;0,58;0,52;13
I;0,25;0,18;0,07;1,4;0,03;0,02;0,02;4
I;0,28;0,21;0,07;1,36;0,04;0,03;0,03;6
I;0,33;0,24;0,08;1,67;0,07;0,03;0,05;6
I;0,35;0,27;0,1;17,41;0,07;0,05;0,06;5
I;0,36;0,27;0,09;16,65;0,1;0,04;0,07;6
I;0,37;0,27;0,11;20,51;0,09;0,05;0,06;6
I;0,37;0,28;0,09;1,05;0,13;0,06;0,06;6
I;0,38;0,29;0,09;1,18;0,1;0,06;0,08;7
I;0,38;0,28;0,1;10,95;0,09;0,07;0,08;6
I;0,4;0,3;0,09;19,49;0,13;0,05;0,08;8
I;0,43;0,34;0,11;0,38;0,19;0,08;0,09;6
I;0,44;0,35;0,13;0,46;0,21;0,1;0,13;8
I;0,47;0,37;0,1;0,51;0,23;0,11;0,14;7
F;0,47;0,36;0,12;0,47;0,2;0,12;0,13;7
M;0,48;0,37;0,13;0,64;0,35;0,12;0,14;8
I;0,49;0,37;0,1;0,51;0,22;0,11;0,13;7
F;0,49;0,4;0,12;0,57;0,26;0,13;0,15;9
I;0,5;0,4;0,15;0,58;0,25;0,13;0,16;8
I;0,5;0,39;0,11;0,6;0,3;0,1;0,15;8
F;0,51;0,39;0,12;0,57;0,26;0,13;0,15;8
M;0,52;0,39;0,12;0,64;0,29;0,16;0,16;7
M;0,52;0,4;0,13;0,81;0,4;0,17;0,2;7
F;0,53;0,44;0,13;0,71;0,32;0,16;0,19;7
M;0,55;0,44;0,16;0,92;0,36;0,2;0,25;8
F;0,56;0,44;0,15;0,88;0,43;0,2;0,22;8
F;0,56;0,42;0,11;0,93;0,44;0,17;0,23;8
F;0,58;0,46;0,17;1,07;0,5;0,21;0,28;8
M;0,6;0,48;0,16;11,39;0,5;0,23;0,31;9
F;0,61;0,48;0,16;1,23;0,6;0,24;0,32;12
F;0,61;0,5;0,18;12,64;0,53;0,32;0,35;10
F;0,61;0,47;0,16;10,75;0,49;0,24;0,29;8
M;0,62;0,51;0,19;1,4;0,67;0,29;0,37;8
M;0,62;0,49;0,17;11,33;0,52;0,25;0,28;9
F;0,63;0,5;0,16;11,12;0,45;0,28;0,35;11
F;0,63;0,47;0,17;1,26;0,53;0,24;0,41;10
M;0,63;0,49;0,17;1,44;0,59;0,29;0,48;11
M;0,64;0,5;0,16;13,64;0,58;0,3;0,3;10
F;0,64;0,48;0,2;11,44;0,49;0,23;0,35;9
M;0,64;0,5;0,17;14,55;0,64;0,36;0,35;9
M;0,66;0,53;0,18;1,48;0,58;0,38;0,37;10
F;0,67;0,52;0,17;16,89;0,73;0,41;0,43;11
F;0,72;0,59;0,23;20,73;0,87;0,41;0,57;10
M;0,72;0,57;0,2;1,79;0,72;0,39;0,53;11
F;0,73;0,58;0,19;1,52;0,8;0,36;0,44;9
I;0,17;0,12;0,05;11,16;0,01;0;0,01;3
I;0,21;0,15;0,06;10,16;0,02;0,01;0,01;4
I;0,36;0,27;0,09;1,16;0,12;0,05;0,06;6
I;0,4;0,32;0,09;1,21;0,12;0,06;0,08;6
I;0,4;0,29;0,1;11,35;0,1;0,06;0,08;7
I;0,4;0,3;0,11;1,23;0,14;0,07;0,08;6
I;0,44;0,34;0,11;10,82;0,2;0,09;0,1;7
I;0,44;0,33;0,11;1,18;0,2;0,08;0,09;7
I;0,45;0,34;0,11;11,64;0,21;0,09;0,12;8
I;0,47;0,35;0,11;11,55;0,24;0,03;0,11;6
I;0,47;0,36;0,15;13,35;0,16;0,1;0,12;7
I;0,47;0,36;0,12;1,47;0,17;0,08;0,14;7
I;0,48;0,42;0,16;1,49;0,35;0,15;0,18;8
I;0,49;0,37;0,12;15,59;0,38;0,13;0,13;7
F;0,51;0,48;0,16;13,28;0,51;0,24;0,31;8
